TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11	TCGA.AC.A2FF.11	TCGA.A1.A0SK.01	TCGA.A1.A0SP.01	TCGA.A2.A04P.01	TCGA.A2.A04Q.01	TCGA.A2.A04T.01	TCGA.A2.A04U.01	TCGA.A2.A0CM.01	TCGA.A2.A0D0.01	TCGA.A2.A0D2.01	TCGA.A2.A0ST.01	TCGA.A2.A0SX.01
IGFBP1	162.2222	1.5045	0	1.5464	15.1248	54.7822	0.4067	10.3766	17.7403	8.9424	0	0	0	0.3857	1.0432	0	0	0.4119	4.805	0.4278	0
IGFBP2	4850.1587	2599.3418	407.332	484.5361	900.1724	1414.4589	301.342	1377.2252	2579.8576	1981.8526	3317.0501	4667.2747	1230.2905	287.6976	1406.9373	2095.3371	38.7677	707.9901	153.7609	427.7617	139.0495
IGFBP3	3779.6825	8170.0047	7111.5071	5108.7629	5860.6343	4188.1455	7794.2253	7413.1854	4024.6379	3898.3141	1017.9641	4403.1375	2712.6556	3736.2129	2569.4167	4619.8208	1973.4626	5890.4448	3883.9401	4966.7415	1864.1618
IGFBP4	46800.3175	23446.7325	12794.8065	23878.866	15113.6254	15384.8226	10203.7414	13681.7247	23493.2414	22719.4863	2290.2616	4631.1565	6986.5145	11259.1593	2833.0001	7688.2712	6397.6001	10886.3262	7802.6243	7281.788	8183.0443
IGFBP5	9213.9683	21033.1923	40746.945	37438.6598	33706.4536	14061.5177	31522.9768	67106.1812	30114.5751	14383.242	2324.2988	4948.5589	18139.5228	7855.3799	9653.134	6635.667	4141.2253	2954.2834	7070.0425	8834.5631	10895.9538
IGFBP6	1773.3333	6479.7367	3161.4053	5676.2887	1690.5676	1788.9537	616.1041	4265.4978	5346.1384	719.3018	36.8736	65.3046	181.5353	177.7863	42.4237	102.8705	83.0737	53.542	102.7536	206.6089	234.7463
IGFBP7	7399.3651	5827.9267	4478.1059	7906.701	9371.0625	4047.1486	7748.2717	4589.6771	7849.3219	6293.4718	1473.3691	3761.0361	14189.834	4607.7902	2363.9051	6847.123	2969.4243	2116.9687	4320.0887	5844.5086	3722.5434
IGFBPL1	1.5873	1.1283	0.5092	1.0309	1.9516	0.449	0.8133	0.3578	0	0.8383	407.1856	31.3754	3.112	0.3857	12.5185	11.4301	0.923	1.6474	1.1089	0.4278	27.9383
IGFL1	1.9048	24.0715	0.5092	0	3.4153	1.3471	0	15.0282	4.5102	15.3697	0.3152	10.2152	11.4108	0.3857	1.7387	3.1173	12.4611	4.1186	0.3696	1.711	1.6057
IGFL2	3.8095	0.7522	2.0367	0	0	7.6336	0	0	0	3.9123	4.0971	9.4856	32.1577	35.0945	5.5638	13.5082	16.1532	0	9.9797	15.8272	22.8003
IGFL3	0	0	0	0	0	0	0	0	0	0.8383	0.3152	0.3648	0	0.7713	0	1.5586	0.923	10.2965	0	0	1.9268
IGFL4	0	0	0	0	0	0	0	0.3578	0	0.2794	0.6303	0	0	0	0	0	0	0	0	4.7054	0
IGFLR1	146.4127	145.0193	90.6314	131.0567	180.3711	91.639	115.2216	67.4479	147.3255	171.0368	38.7268	98.413	200.2956	489.4562	185.5412	193.4017	239.4785	110.3913	150.3752	618.783	378.7636
IGFN1	8.254	39.4922	3.055	8.7629	11.2217	4.4903	5.2867	11.0922	7.2164	13.4136	0.9455	1.0945	1.0373	1.157	0	0	0	0	1.1089	3.8499	8.6705
IGHMBP2	326.9841	322.708	320.2648	234.0206	231.2638	321.9578	183.4079	194.2929	295.5711	324.9992	420.4223	275.8117	230.8091	305.4377	433.9737	285.2318	248.2981	169.2751	466.8268	243.3964	341.3616
IGIP	390.4762	561.9182	805.499	807.732	613.7761	524.9214	820.2521	800.0716	648.5726	500.4932	93.9174	129.1499	219.3983	151.1762	108.8412	57.1503	130.1488	56.8369	76.5108	257.5126	207.1291
IGLL1	0.3175	0.3761	0	0	0	0	0	0	0.6014	1.1178	0.3152	1.0945	1.556	1.157	0	0	0	0.4119	0.3696	0	0.9634
IGLL3P	0	0	0	0	0	0	0	0.3578	0.3007	0	5.0425	0	0.5187	0.3857	1.0432	5.1955	0.4615	0	0	0	0.3211
IGLON5	9.8413	12.4118	8.1466	24.2268	8.2943	10.7768	11.3867	2.1469	3.3075	1.3972	32.4614	0.7297	4.668	0.3857	1.3909	9.8714	1.3846	5.7661	5.1746	2.1388	5.1381
IGSF1	2165.3968	223.7894	175.1527	68.0412	549.3735	272.564	19.1135	33.2767	448.3179	162.9188	70.9108	17.5119	1.0373	8.0987	826.9147	10.391	1.8461	0.4119	3.3266	51.3314	10.9184
IGSF10	644.7619	435.543	1254.5825	1019.5876	1367.5789	1704.9843	2507.1167	2306.8253	1218.0656	1003.5015	96.4387	244.4363	26.4523	121.0953	134.2259	103.3901	16.6147	12.7677	23.2859	161.2662	104.6885
IGSF11	1.2698	4.5134	10.1833	5.6701	3.4153	6.7355	3.66	11.8079	4.5102	3.9123	16.7034	2.5538	4.1494	0.7713	9.7366	0	1.3846	0.4119	1.4785	0.8555	5.7803
IGSF21	630.4762	209.8731	60.0815	2.5773	106.3618	21.1046	0.8133	85.5175	114.8608	75.4512	777.4976	390.7333	10.8921	57.8481	130.7485	41.0443	22.6145	9.061	27.3517	85.5523	65.8317
IGSF22	68.2317	38.5444	6.6344	6.2165	10.3288	9.093	5.73	17.3397	22.5302	21.1068	10.1292	10.2736	16.1048	3.4902	2.7923	21.9873	4.1629	3.3031	1.1089	6.8699	7.7489
IGSF3	1329.5238	918.4767	150.2037	311.8557	875.2895	854.5128	177.3078	1282.7623	952.5628	2682.4313	1259.376	1916.089	1219.917	1287.6976	7424.1502	3653.981	1670.705	985.9967	1210.8668	3275.3716	2552.9865
IGSF5	20.6349	1.1283	2.0367	1.0309	0.4879	10.7768	0.4067	9.661	5.1116	13.1341	1.891	1.4593	24.8963	8.0987	3.8251	7.7932	0.923	0.8237	7.762	18.8215	38.2145
IGSF6	101.2698	89.5157	141.0387	295.8763	235.167	68.7023	74.8272	71.9206	106.141	285.8764	28.6795	190.0766	183.61	346.7027	147.4398	27.536	233.068	86.4909	105.7106	518.4472	249.1972
IGSF8	1512.0635	1491.6784	568.2281	409.2784	561.5709	656.4885	409.9227	499.1502	784.7818	1338.8403	792.9404	1084.2758	676.3485	2134.5931	2600.7129	1743.6031	1822.0838	893.7397	1095.9157	1014.6508	1576.1079
IGSF9	375.2381	387.7762	3.055	6.701	153.688	158.9582	0.8133	197.5132	169.585	476.1812	2326.1897	2197.3732	449.1701	1067.4894	2500.9128	2125.4708	1315.334	443.9868	547.7731	657.8976	1180.7964
IGSF9B	13.6508	4.5134	5.6008	12.8866	20.4917	21.5537	5.6934	38.2861	18.3416	21.2381	173.9679	13.8636	0.5187	10.7983	0.6955	5.1955	3.2306	0	1.1089	5.5609	99.2293
IHH	0	0.3761	0	1.5464	0	0.449	0	0.3578	0	0	0	1.8242	0	0.7713	6.9547	2.0782	0	1.2356	0	0	0
IK	2369.2063	2241.6549	2456.2118	1849.4845	1459.3038	1699.5959	1566.4904	1745.0577	2100.2687	1935.7435	1925.6224	1573.1485	2134.8548	2086.7721	1503.6078	2173.2693	1857.6209	2389.2092	1813.3432	2049.8342	1906.8722
IKBIP	384.7619	299.0127	307.5356	592.268	362.0205	330.4894	327.7755	356.0247	450.4227	497.4193	254.6486	194.8194	582.4689	406.0933	156.4809	321.6002	245.0675	524.2998	356.6808	330.6598	337.1869
IKBKAP	998.4127	859.0503	922.6069	936.5979	1071.9125	1054.3332	1272.4685	1240.8981	988.9454	1287.9806	2052.3164	1338.9274	413.9004	897.4161	1504.9987	575.6592	856.5824	656.9193	1936.7954	763.1269	1083.4939
IKBKB	1743.4921	1240.8087	879.3279	985.567	1086.5495	1169.7351	899.146	1085.2491	1226.7854	1423.7929	1585.5657	399.8541	793.0498	716.1589	1002.8688	177.6854	1046.729	625.6178	846.424	861.9399	727.0392
IKBKE	256.5079	207.6164	88.5947	127.3196	143.4421	239.3354	39.0403	110.9223	157.5577	409.6723	148.1248	418.4604	354.7718	689.9344	553.247	155.3448	727.3566	390.4448	1149.5103	1549.353	424.2132
IKBKG	389.2063	480.3009	398.167	412.3711	292.2511	283.3408	229.7682	169.6037	270.3137	318.2925	304.7589	326.888	364.6266	322.4065	339.7375	299.2596	648.2058	548.1878	445.0194	442.7334	446.3712
IKZF1	362.8571	355.8063	302.444	399.4845	327.8677	277.5034	166.7344	395.742	448.0172	492.1098	44.4374	309.0113	596.9917	1363.6714	594.6275	43.642	564.9013	211.6969	348.1796	1903.112	1211.3038
IKZF2	143.4921	174.5181	142.057	148.4536	256.1466	192.6358	178.1212	339.5653	189.7308	197.5705	91.3962	264.502	477.1784	295.4107	298.357	9.3519	216.4532	83.6079	123.4522	367.0196	558.4457
IKZF3	5.7143	13.1641	11.2016	8.2474	10.7338	25.1459	8.1334	20.0376	30.6696	44.7118	5.6729	32.1051	11.9295	90.243	43.4669	3.1173	75.2279	4.9423	19.2201	164.2605	109.8266
IKZF4	184.127	199.3418	312.1181	260.3093	344.9441	314.3242	410.7361	330.2621	250.168	270.2272	212.1021	201.3864	129.1494	225.6074	282.0134	211.456	182.7622	172.9819	111.2549	275.4786	286.7694
IKZF5	481.9048	508.1335	571.7923	552.0619	596.6996	536.1473	825.1322	809.3747	673.2286	628.2014	850.9297	259.7592	304.4606	563.44	461.0971	5752.4354	594.9002	200.1647	548.1427	565.0733	643.5453
IL10	35.2381	36.4833	69.2464	64.9485	23.4191	18.8595	24.4002	6.7985	13.8314	13.4136	11.0306	11.3097	9.8548	20.4396	14.2572	5.715	40.6138	4.9423	7.3923	38.4986	24.727
IL10RA	640	947.8138	881.3646	1908.7629	1018.7316	631.7916	572.1838	389.6592	905.6563	653.9107	55.1529	511.1273	491.7012	1629.7725	648.8742	89.8818	1066.1128	226.9357	524.1175	2171.3186	1507.0649
IL10RB	841.9048	1010.8999	1142.999	1191.9845	937.9454	869.9641	1038.2025	883.2096	810.6406	771.9808	478.191	394.429	883.6929	1193.6676	666.7374	882.1301	768.3443	535.2759	493.7572	1307.4195	965.0771
IL11	5.0794	7.8984	2.0367	1.5464	0	4.4903	0	4.2938	3.3075	4.1917	20.1702	7.2966	23.3402	10.4126	3.1296	17.6646	18.4608	18.9456	49.5287	3.4221	11.8818
IL11RA	494.6032	461.4951	545.8248	357.2165	443.4995	582.3978	441.2363	482.6908	601.9668	567.2815	61.7712	48.5224	155.083	177.4007	53.899	73.7758	108.4574	74.547	87.969	370.8694	303.7893
IL12A	15.5556	4.5134	3.055	1.5464	2.9274	17.9614	3.66	29.3407	21.0478	19.282	22.3763	8.0263	61.2033	57.4624	1.3909	9.8714	12.4611	30.8896	21.4378	106.5127	118.8182
IL12B	0.6349	0	1.0183	0	0	0.8981	0	0.3578	1.2027	2.7945	0.3152	2.189	18.6722	52.8346	13.2139	0	6.9228	2.4712	7.3923	26.5212	28.9017
IL12RB1	43.8095	47.0146	28.5132	78.3505	31.2255	19.7575	8.5401	23.2579	44.8017	47.5063	3.4668	71.1419	50.3112	237.5627	81.0223	14.5473	128.3028	33.3608	60.2476	291.3057	138.0861
IL12RB2	19.0476	59.0503	49.389	65.4639	145.8816	43.5564	85.8072	30.772	61.3393	14.8108	742.8301	696.826	78.8382	101.8126	218.0301	572.5419	381.6776	146.6227	63.2046	449.1498	226.0758
IL13	0	1.5045	1.0183	0.5155	0	0.8981	4.4734	0.3578	0	0.2794	0.3152	2.5538	0.5187	2.3139	1.7387	0	1.8461	0.4119	1.1089	10.694	0
IL13RA1	4471.4286	3250.0235	3563.1365	4991.7526	3792.9213	3107.7683	4281.8219	5049.1099	4559.2518	3215.6201	3966.5931	2844.2174	2256.7427	2649.0551	1527.2538	860.3715	1883.0045	1828.2537	2238.4033	3316.4367	1967.887
IL13RA2	24.127	11.6596	3.5642	4.1237	13.6612	0.449	3.66	10.0188	3.0068	10.8985	2.2061	4.7428	3.112	3.0852	0	18.7037	1.3846	8.6491	0.3696	1.711	1.2845
IL15	71.1111	71.4622	47.8615	66.4948	74.6484	61.9668	89.4673	81.5815	83.5898	50.0214	4.7274	71.8716	86.6183	202.0825	47.9875	18.7037	236.7601	33.3608	87.5993	264.7845	90.5588
IL15RA	347.9365	323.0842	285.1324	460.8247	334.2103	363.269	305.8154	408.6233	494.623	189.7459	24.5824	172.5648	324.1701	795.2179	190.9067	213.5342	846.429	427.5124	238.7729	627.0987	363.5196
IL16	627.619	875.9756	1593.1772	1141.2371	788.4436	783.5653	885.7259	1194.3823	1157.6284	776.5889	57.0438	251.0033	518.6722	1343.6174	306.0071	92.9991	480.9046	147.0346	305.6736	1885.146	1071.9332
IL17A	0	0	0	0	0	0	0	0	0	0	0	0	0.5187	0.7713	0.3477	0	0	0	0	5.5609	0
IL17B	126.6667	58.2981	3.055	1.0309	56.1083	36.8208	1.22	66.5534	108.8471	100.8811	0	0.7297	4.668	5.3992	0.6955	2.0782	0	0.8237	1.1089	9.4108	0.3211
IL17C	0	0	0	0	0	0	0	0	0	0.2794	0	0	3.112	0	0	0	0.4615	2.0593	4.0658	0.4278	0
IL17D	20.8603	96.914	113.4929	166.7784	58.8357	51.2887	43.839	169.0563	122.7748	19.5167	43.6748	17.8439	8.3039	1.5927	17.9084	26.4554	1.5969	14.0115	3.966	5.0305	6.3487
IL17F	0	0	0	0	0	0	0	0.3578	0	0	0	0.7297	0	0.7713	0	0	0	0.4119	0	0.4278	0
IL17RA	304.7619	396.0508	362.5255	374.2268	320.0613	336.3269	661.2444	382.5029	387.8807	369.9905	353.6086	328.3473	192.9461	187.4277	311.2232	85.2059	235.3756	266.4745	316.3925	469.2546	403.3398
IL17RB	402.5397	324.2125	25.9674	27.8351	116.6077	163.8976	21.9601	127.0239	359.0151	216.2936	1401.5128	906.9683	382.7801	129.9653	318.5256	329.3934	221.5299	179.1598	557.3831	97.9574	387.6044
IL17RC	1119.0476	874.4711	367.1079	363.4021	428.8626	765.604	518.9101	648.3585	809.7385	663.6915	79.7353	314.8486	1212.1369	617.4315	2633.4	1582.0236	712.588	462.1087	678.248	1203.7215	632.948
IL17RD	2155.2381	813.9163	440.9369	986.0825	1114.8476	1283.3408	479.4632	2845.335	2088.8427	3367.0815	553.1043	612.1853	290.9751	1033.1662	1699.7305	559.0336	17.0763	1368.2043	1429.6803	942.3591	370.9056
IL17RE	514.9206	640.9027	524.4399	160.8247	591.8206	599.9102	202.5214	387.5123	554.1582	310.7473	178.0649	212.3313	260.8921	77.1307	1447.2746	1511.3651	121.8415	941.1038	182.591	633.5151	394.9904
IL17REL	0	2.6328	0	0.5155	0	0.8981	0	1.0734	0	0.8383	0	27.7271	0.5187	5.7848	12.1707	0.5195	1.8461	0	0.7392	27.3768	3.2113
IL18	188.8889	109.0738	92.1589	198.9691	89.2854	82.1733	49.6137	130.602	142.5236	200.6444	17.9641	261.9482	230.2905	613.1894	117.1868	33.2511	175.3779	92.257	155.9786	588.6001	343.2884
IL18BP	296.2794	345.5797	283.9308	334.8402	267.7391	246.4436	244.9695	242.9663	329.5843	403.0633	158.6732	209.5695	722.028	1323.9491	501.1701	187.0009	552.0572	397.7471	438.6398	1439.4567	521.8337
IL18R1	106.6667	52.2802	90.1222	91.2371	53.1809	66.0081	109.8007	79.7925	79.3802	60.6404	257.8002	141.919	58.61	181.6429	40.3373	14.5473	62.7668	360.7908	124.1915	210.8865	117.2126
IL18RAP	36.1905	18.4297	27.4949	14.9485	20.9796	20.2066	8.5401	8.2297	30.0683	21.2381	2.2061	6.5669	11.9295	83.6868	22.9505	0.5195	17.9993	17.2982	20.6986	65.0198	22.8003
IL19	1.5873	0.3761	0	0	0	0	0	0	0	0	0.6303	2.9186	49.7925	6.9418	0.3477	0	0.4615	0.4119	0.7392	0.8555	0.6423
IL1A	4.127	3.385	2.0367	0	5.3669	0	0.4067	3.2203	0.3007	5.8684	0.9455	10.9449	4.1494	4.2422	1.0432	0.5195	5.9998	32.9489	1.8481	10.2663	3.8536
IL1B	45.3968	44.0056	76.3747	15.9794	48.7898	46.6996	22.3668	47.5892	48.4099	105.6317	24.2673	195.9139	126.0373	127.6514	34.7735	15.5864	265.3744	372.3229	28.0909	336.6485	168.5934
IL1F10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4615	0	0	0	0
IL1R1	2388.254	2897.6023	4558.554	6461.8557	5043.8926	3539.7396	4878.8125	3857.5901	3418.1609	2217.987	196.6593	1186.4283	1927.9046	2965.6768	499.348	295.6228	1109.0343	1102.5535	1229.3476	2073.7889	1582.2094
IL1R2	38.0952	22.567	40.224	36.5979	13.6612	9.4297	4.0667	14.3126	27.3621	7.8246	2.5213	64.9398	47.1992	92.9425	37.9032	4.1564	9.6919	32.1252	24.3948	136.8838	34.6821
IL1RAP	260	133.1453	122.7088	152.0619	179.5466	180.5119	214.3148	388.2279	297.3752	360.7687	102.7419	242.6122	122.9253	147.3197	107.798	305.4942	277.8355	584.4316	314.9141	185.6486	303.7893
IL1RAPL1	0.6349	0	3.055	1.0309	1.9516	4.0413	2.0333	2.1469	0.902	0.8383	3.4668	0	0	0	0	0	0	0	0	0	0.6423
IL1RAPL2	15.5556	6.0179	0	0.5155	1.9516	9.4297	1.6267	33.9923	22.2505	2.515	386.07	59.1025	0.5187	0.7713	0	0	0	0.8237	0	4.7054	0
IL1RL1	10.4762	7.8984	37.169	35.0515	20.9796	19.3085	18.7068	35.7814	26.7608	6.9862	0	4.7428	3.112	3.4709	2.0864	0	16.6147	36.6557	2.5873	3.4221	5.4592
IL1RL2	28.8889	14.6685	1.0183	6.701	8.7822	43.5564	2.8467	58.6815	41.4942	45.5502	34.3523	40.861	53.9419	65.5611	17.7345	45.7202	151.3788	56.0132	13.6758	18.8215	68.7219
IL1RN	111.4286	919.6051	600.8147	195.8763	178.0829	68.7023	33.7536	162.4474	70.9611	54.772	44.1223	474.6443	179.9793	225.9931	218.0301	29.6142	335.9871	251.2356	157.457	815.3139	576.429
IL2	1.9048	2.2567	1.5275	0	0	0.449	0	0.7156	0.6014	0.8383	0	0	4.668	4.2422	0.3477	0.5195	2.3076	0	0	2.9943	1.6057
IL20	0.9524	2.2567	1.0183	0	0.4879	0	0	0.3578	0.6014	2.515	1.2606	0	6.2241	2.6996	0.6955	0	1.3846	2.883	0.7392	0.4278	0
IL20RA	2305.7143	860.5548	56.5173	24.7423	306.4001	404.5802	29.6869	688.0759	788.6907	898.4287	2.8364	135.3521	7.2614	304.6664	11.823	229.1207	30.9219	33.7727	34.3744	379.8524	80.6037
IL20RB	15.5556	26.7043	106.9246	39.1753	28.786	66.0081	127.2875	19.3219	35.4806	7.2657	5.3577	144.8377	34.751	16.1975	26.4279	20.7819	60.9207	36.6557	15.8936	26.949	7.7071
IL21	0	1.1283	0	0	0	0	0	0	0	0	0	0	0	4.4234	2.4341	0	0.4615	0	0	9.6974	1.0469
IL21R	33.4254	43.9154	7.9939	5.8351	15.1248	8.5317	4.0667	6.7197	20.2931	44.4603	13.2367	112.7326	121.7842	656.3826	178.1831	12.8276	214.8979	101.1244	148.0909	768.2216	309.5119
IL22	0	0	0	0	0	0	0	0	0	0	0	0	0.5187	0.3857	0	0	0	0	0	0.8555	0.3211
IL22RA1	103.1746	34.2266	13.2383	42.7835	11.2217	49.3938	6.1	51.1674	51.1161	25.1504	73.4321	94.8559	2.0747	8.4844	8.3456	78.4517	19.3839	11.1203	6.2835	13.6884	61.9782
IL22RA2	13.6508	11.6596	1.0183	0	5.8548	42.6583	0	31.8454	18.6423	66.2294	0	18.6063	12.9668	147.3197	78.2405	62.3458	5.5382	2161.8616	75.402	798.6312	63.2627
IL23A	8.8889	7.1462	3.5642	4.1237	5.3669	6.7355	0.8133	4.6516	10.2232	9.5013	18.5944	99.2339	17.1162	12.7266	11.1275	125.2111	46.6136	27.1829	12.1974	101.8073	53.3076
IL23R	1.2698	0	0	0	0.4879	0.449	0	0	1.2027	2.2356	0	1.8242	0	1.9283	0.6955	0	1.3846	0	0	1.2833	0.9634
IL24	8.546	8.2896	2.4084	4.6804	1.7955	2.7301	0	2.3043	2.652	2.1434	0.3404	0.5144	2.6193	11.5773	1.7178	0	3.7245	28.2372	3.2822	20.4727	7.4727
IL25	0.6349	2.6328	0	1.5464	1.4637	1.7961	0.8133	0	0	0.2794	0.3152	0.7297	0.5187	0.7713	0	0	0	0	0	0	0
IL26	0	0	0	0	0	0	0	0	0.6014	0.5589	0	1.8242	0	0.7713	1.7387	0	0	0	0.3696	5.1331	0.6423
IL27	2.2222	0	0	0.5155	0.4879	0.449	0.4067	0.7156	1.5034	0.8383	1.2606	2.5538	4.1494	4.2422	5.5638	1.0391	16.1532	3.2949	2.9569	6.8442	3.8536
IL27RA	639.6825	502.4918	289.2057	407.732	287.86	560.3952	191.5413	374.9888	503.0422	736.0688	94.8629	1783.6556	366.1826	1222.5222	671.8247	4855.176	859.8131	429.9835	2447.9763	1886.4293	648.3622
IL2RA	149.5238	24.4476	51.4257	17.0103	141.4905	50.2919	61.4071	18.2485	89.9041	35.49	10.4003	77.7089	84.5436	258.388	129.7053	13.5082	190.1465	24.7117	96.8398	210.4588	149.6468
IL2RB	366.6667	367.4659	152.2403	127.8351	299.0817	241.5806	96.3806	203.9538	420.6551	315.7774	36.2433	278.0007	364.6266	2136.9071	607.8414	54.5525	1117.3416	350.0824	341.1569	1873.1686	1076.7502
IL2RG	336.8254	607.8044	301.4257	228.3505	216.6268	266.2775	97.6007	392.8795	526.4954	677.105	52.6316	795.695	1209.0249	4163.9028	1386.0732	109.6246	1205.9536	731.4662	724.8198	6986.2047	1641.2974
IL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3909	0	0	1.2356	0	0	0
IL31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL31RA	0	0	2.0367	1.0309	0.4879	0	0.8133	1.0734	0.6014	0.8383	0.6303	0.7297	0	1.9283	2.0864	0	5.5382	0	0.3696	1.2833	8.9917
IL32	734.6032	1053.8787	591.6497	1022.1649	599.627	574.3152	485.9699	642.2757	773.6566	914.9162	191.6168	3364.1007	4662.8631	5930.5823	3004.0859	670.2169	6270.6819	4661.4498	3070.4121	5693.9365	2852.6012
IL33	1340.6349	1331.4528	1627.2912	2416.4948	2592.2036	1634.9349	2246.8483	3393.8635	2240.9882	1211.691	17.6489	121.4885	156.1203	177.4007	58.0718	19.7428	38.3062	378.5008	118.6472	957.7585	282.5947
IL34	472.0635	462.2473	71.2831	96.3918	167.3491	420.7454	50.427	345.2903	494.623	432.8666	15.1276	970.8136	343.361	423.8334	1030.6876	176.1268	2417.907	57.2488	362.2251	318.6825	1272.3186
IL36A	0	0	0	1.5464	0	0	0	0	0	0	0	0	0	0	0.3477	0	0	0	0	0	0
IL36B	0	0.3761	1.5275	0	0	0	0	0	0	0	0	0.3648	0	0	0	0	0	0	0	0	0
IL36G	1.9048	1.8806	5.6008	3.6082	0	0	0	0	0	0	0.9455	2.189	2.5934	0.3857	1.7387	0.5195	0.4615	4.1186	0.3696	0	0.3211
IL36RN	0.9524	3.7612	4.5825	3.0928	1.9516	0	0	0.3578	1.2027	0.2794	0.6303	0.3648	0	0	27.1234	1.5586	6.4613	14.827	0.3696	5.5609	1.9268
IL37	0	0	0	0	0	0.449	0.4067	0	0	0	0	171.4703	0	0	0	0	0	0.8237	0.7392	0	0
IL3RA	313.0159	362.2003	290.224	349.4845	432.2779	283.7899	345.2623	235.4415	310.6052	155.0942	54.2074	165.2682	235.4772	173.9298	97.7136	80.0104	142.1484	24.7117	110.8852	432.8949	161.8497
IL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8555	0
IL4I1	57.2667	125.9614	41.1202	29.6082	22.7409	11.5177	11.5453	9.9186	43.1239	99.3162	106.5616	460.27	283.2884	651.7316	305.0509	95.228	434.2725	191.3962	382.9052	1762.9387	774.2004
IL4R	2820.6349	1266.3846	576.8839	955.1546	974.3329	1320.6107	483.9366	1275.9639	1723.2126	1732.584	307.2802	529.3688	745.8506	1617.0459	747.9788	256.1372	654.4364	485.5848	809.8318	1290.1294	808.9274
IL5	0	0	0	0	0	0	0.4067	0	0.3007	0.2794	0	0	0	0	0	0	0	0.4119	0	0	0.3211
IL5RA	8.254	2.6328	2.5458	0	0.9758	4.0413	1.6267	4.6516	5.4123	0.2794	0	0.3648	0	0.3857	0	0	1.3846	0	1.8481	6.8442	5.1381
IL6	140.3175	186.1777	496.945	69.0722	488.8838	496.6322	246.8483	9.661	65.7022	15.6491	14.8818	18.2415	457.2095	14.2692	14.6049	9.3155	87.7628	92.257	34.3744	58.6034	35.3243
IL6R	235.5556	289.9859	472.5051	687.6289	404.9556	434.6655	358.6824	452.9922	481.9944	283.3613	19.5399	67.1288	49.7925	202.4682	493.4365	15.0669	426.9067	85.2554	75.7716	645.4925	345.8574
IL6ST	2046.9841	1120.8275	6913.9511	5415.4639	5699.6279	3228.1096	6906.0594	3919.1341	2720.5771	3531.3975	201.7019	340.7516	85.0622	428.0756	409.2845	23.3797	473.5202	37.4794	243.5779	1335.8999	756.5832
IL7	29.2063	46.6385	21.3849	18.5567	23.907	24.6969	14.2334	84.8019	55.6263	37.4462	5.988	15.6877	32.1577	84.8438	13.5617	3.1173	74.3048	9.4728	7.762	80.847	41.7469
IL7R	176.1905	90.268	123.2179	78.866	82.9427	145.4872	38.6336	66.9112	242.6509	209.0279	6.9335	155.7826	75.7261	249.1323	117.8823	2.0782	191.0696	9.061	223.9882	572.3452	472.3828
IL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3857	0	0	0	0	0	0.4278	0
IL9R	2.8571	2.2567	0.5092	0.5155	0	2.6942	0.8133	0.7156	0.902	1.6767	0.6303	4.0131	2.5934	30.8523	7.3024	1.0391	22.6145	2.883	4.4354	25.2379	24.4059
ILDR1	237.1429	168.1241	8.1466	6.1856	69.2816	96.5424	0.8133	118.0785	110.9519	204.2772	94.8629	294.4181	145.7469	119.5526	75.4586	219.2493	101.073	175.8649	42.506	157.4163	271.9974
ILDR2	0.6349	0.7522	3.055	0.5155	0.9758	2.2452	1.22	0.7156	0	2.7945	30.8856	0.3648	1.556	1.5426	5.9115	0.5195	1.8461	0	0.3696	2.9943	5.1381
ILF2	3648.8889	2970.945	2341.6497	2255.6701	2352.6456	2642.5685	1990.6466	3634.3143	3112.6673	4252.6555	10294.989	8460.4159	5471.9917	9697.6475	9497.3485	8282.6341	13213.7995	7643.3278	12276.1042	6247.8879	10252.0873
ILF3	4889.5238	4357.3108	3640.5295	3537.6289	3133.7707	3707.6785	3061.4071	3650.7738	4188.8107	5666.1087	12939.8046	8435.9723	6288.3817	5062.4759	7163.3487	8440.5767	7046.9597	13733.5255	11184.6239	5110.0417	8739.8844
ILF3-AS1	679.6825	600.2821	326.8839	291.7526	273.7109	378.5361	347.7023	433.3125	549.648	413.0257	462.0233	475.7388	823.1328	410.7212	517.0825	533.5758	257.067	558.8962	703.382	284.4616	463.07
ILK	2706.6667	3413.6342	3478.1059	3094.3299	3380.6473	3330.9385	2615.2908	2778.066	3971.4171	2695.5654	1508.3517	2159.066	2075.7261	1738.5268	1428.1492	1354.4616	3048.3443	1102.1417	2579.1905	1754.2509	2185.2922
ILKAP	515.873	371.6032	293.7882	295.3608	258.5861	318.3655	294.8353	268.7181	317.8216	381.7274	690.1986	680.4086	656.1203	467.4123	400.2434	1030.7832	567.209	429.5717	482.3508	371.2972	579.3192
